ENS_ID,Gene_name,Chromosome
ENSG00000264655,PPIAP54,17
ENSG00000252618,RNA5SP441,17
ENSG00000301152,ENSG00000301152,17
ENSG00000278346,LOC100421674,17
ENSG00000131747,TOP2A,17
ENSG00000222881,Y_RNA,17
ENSG00000307718,ENSG00000307718,17
ENSG00000240125,RPL23AP75,17
ENSG00000141753,IGFBP4,17
ENSG00000305154,ENSG00000305154,17
ENSG00000279806,ENSG00000279806,17
ENSG00000131746,TNS4,17
ENSG00000298565,ENSG00000298565,17
ENSG00000308596,ENSG00000308596,17
ENSG00000266088,LOC105371773,17
ENSG00000308563,ENSG00000308563,17
ENSG00000126353,CCR7,17
ENSG00000296406,ENSG00000296406,17
ENSG00000279775,ENSG00000279775,17
ENSG00000073584,SMARCE1,17
ENSG00000264058,ENSG00000264058,17
ENSG00000278834,ENSG00000278834,17
ENSG00000213424,KRT222,17
ENSG00000300052,ENSG00000300052,17
ENSG00000224244,KRT224P,17
ENSG00000300075,ENSG00000300075,17
ENSG00000167916,KRT24,17
ENSG00000291165,ENSG00000291165,17
ENSG00000229028,KRT223P,17
ENSG00000204897,KRT25,17
ENSG00000186393,KRT26,17
ENSG00000171446,KRT27,17
ENSG00000298797,ENSG00000298797,17
ENSG00000173908,KRT28,17
ENSG00000264488,ENSG00000264488,17
ENSG00000186395,KRT10,17
ENSG00000167920,KRT10-AS1,17
ENSG00000265359,ENSG00000265359,17
ENSG00000187242,KRT12,17
ENSG00000171431,KRT20,17
ENSG00000234477,ENSG00000234477,17
ENSG00000108244,KRT23,17
ENSG00000306126,ENSG00000306126,17
ENSG00000196859,KRT39,17
ENSG00000204889,KRT40,17
ENSG00000212899,KRTAP3-3,17
ENSG00000212900,KRTAP3-2,17
ENSG00000226776,KRTAP3-4P,17
ENSG00000212901,KRTAP3-1,17
ENSG00000221852,KRTAP1-5,17
ENSG00000204887,KRTAP1-4,17
ENSG00000221880,KRTAP1-3,17
ENSG00000188581,KRTAP1-1,17
ENSG00000212725,KRTAP2-1,17
ENSG00000214518,KRTAP2-2,17
ENSG00000212724,KRTAP2-3,17
ENSG00000213417,KRTAP2-4,17
ENSG00000237230,KRTAP2-5P,17
ENSG00000240871,KRTAP4-7,17
ENSG00000287602,ENSG00000287602,17
ENSG00000204880,KRTAP4-8,17
ENSG00000241241,KRTAP4-16,17
ENSG00000212722,KRTAP4-9,17
ENSG00000295967,ENSG00000295967,17
ENSG00000212721,KRTAP4-11,17
ENSG00000213416,KRTAP4-12,17
ENSG00000198090,KRTAP4-6,17
ENSG00000198271,KRTAP4-5,17
ENSG00000171396,KRTAP4-4,17
ENSG00000196156,KRTAP4-3,17
ENSG00000244537,KRTAP4-2,17
ENSG00000198443,KRTAP4-1,17
ENSG00000251439,KRTAP4-17P,17
ENSG00000240542,KRTAP9-1,17
ENSG00000248807,KRTAP9-12P,17
ENSG00000308912,ENSG00000308912,17
ENSG00000239886,KRTAP9-2,17
ENSG00000204873,KRTAP9-3,17
ENSG00000187272,KRTAP9-8,17
ENSG00000241595,KRTAP9-4,17
ENSG00000198083,KRTAP9-9,17
ENSG00000212659,KRTAP9-6,17
ENSG00000229351,KRTAP9-11P,17
ENSG00000180386,KRTAP9-7,17
ENSG00000237183,KRTAP9-10P,17
ENSG00000307895,ENSG00000307895,17
ENSG00000212658,KRTAP29-1,17
ENSG00000212657,KRTAP16-1,17
ENSG00000186860,KRTAP17-1,17
ENSG00000233014,TBC1D3P7,17
ENSG00000307916,ENSG00000307916,17
ENSG00000108516,ENSG00000108516,17
ENSG00000006059,KRT33A,17
ENSG00000131738,KRT33B,17
ENSG00000131737,KRT34,17
ENSG00000094796,KRT31,17
ENSG00000234859,LOC100505782,17
ENSG00000225438,KRT41P,17
ENSG00000108417,KRT37,17
ENSG00000171360,KRT38,17
ENSG00000236473,KRT43P,17
ENSG00000108759,KRT32,17
ENSG00000223125,RNU2-32P,17
ENSG00000197079,KRT35,17
ENSG00000126337,KRT36,17
ENSG00000171401,KRT13,17
ENSG00000229732,ENSG00000229732,17
ENSG00000295342,ENSG00000295342,17
ENSG00000171346,KRT15,17
ENSG00000283796,MIR6510,17
ENSG00000171345,KRT19,17
ENSG00000310161,ENSG00000310161,17
ENSG00000310122,ENSG00000310122,17
ENSG00000226629,LINC00974,17
ENSG00000171403,KRT9,17
ENSG00000186847,KRT14,17
ENSG00000296687,ENSG00000296687,17
ENSG00000186832,KRT16,17
ENSG00000128422,KRT17,17
ENSG00000289252,ENSG00000289252,17
ENSG00000290861,KRT42P,17
ENSG00000214514,KRT42P,17
ENSG00000278954,ENSG00000278954,17
ENSG00000309800,ENSG00000309800,17
ENSG00000309822,ENSG00000309822,17
ENSG00000173812,EIF1,17
ENSG00000184502,GAST,17
ENSG00000173805,HAP1,17
ENSG00000201920,RNA5SP442,17
ENSG00000239542,RN7SL399P,17
ENSG00000173801,JUP,17
ENSG00000309439,ENSG00000309439,17
ENSG00000141696,P3H4,17
ENSG00000141756,FKBP10,17
ENSG00000141698,NT5C3B,17
ENSG00000161594,KLHL10,17
ENSG00000259623,ENSG00000259623,17
ENSG00000178502,KLHL11,17
ENSG00000298152,ENSG00000298152,17
ENSG00000131473,ACLY,17
ENSG00000274630,ENSG00000274630,17
ENSG00000204815,ODAD4,17
ENSG00000173786,CNP,17
ENSG00000168259,DNAJC7,17
ENSG00000168256,NKIRAS2,17
ENSG00000187595,ZNF385C,17
ENSG00000267221,C17orf113,17
ENSG00000294424,ENSG00000294424,17
ENSG00000297600,ENSG00000297600,17
ENSG00000108771,DHX58,17
ENSG00000108773,KAT2A,17
ENSG00000267261,ENSG00000267261,17
ENSG00000260325,HSPB9,17
ENSG00000108774,RAB5C,17
ENSG00000267658,RAB5C-AS1,17
ENSG00000089558,KCNH4,17
ENSG00000161610,HCRT,17
ENSG00000167925,GHDC,17
ENSG00000173757,STAT5B,17
ENSG00000280295,ENSG00000280295,17
ENSG00000267758,ENSG00000267758,17
ENSG00000236194,ENSG00000236194,17
ENSG00000278829,ENSG00000278829,17
ENSG00000126561,STAT5A,17
ENSG00000168610,STAT3,17
ENSG00000303583,ENSG00000303583,17
ENSG00000177469,CAVIN1,17
ENSG00000289579,ENSG00000289579,17
ENSG00000294400,ENSG00000294400,17
ENSG00000238704,RNU7-97P,17
ENSG00000033627,ATP6V0A1,17
ENSG00000264314,MIR548AT,17
ENSG00000267222,ENSG00000267222,17
ENSG00000267632,ENSG00000267632,17
ENSG00000283929,MIR5010,17
ENSG00000300389,ENSG00000300389,17
ENSG00000267185,PTP4A2P1,17
ENSG00000108784,NAGLU,17
ENSG00000266929,ENSG00000266929,17
ENSG00000304458,ENSG00000304458,17
ENSG00000304438,ENSG00000304438,17
ENSG00000108785,HSD17B1P1,17
ENSG00000266962,HSD17B1-AS1,17
ENSG00000108786,HSD17B1,17
ENSG00000068120,COASY,17
ENSG00000108788,MLX,17
ENSG00000131470,PSMC3IP,17
ENSG00000287710,ENSG00000287710,17
ENSG00000141699,RETREG3,17
ENSG00000280183,ENSG00000280183,17
ENSG00000131462,TUBG1,17
ENSG00000299802,ENSG00000299802,17
ENSG00000267189,ATP5MGP7,17
ENSG00000267132,HMGB3P27,17
ENSG00000037042,TUBG2,17
ENSG00000068137,PLEKHH3,17
ENSG00000184451,CCR10,17
ENSG00000267042,ENSG00000267042,17
ENSG00000108797,CNTNAP1,17
ENSG00000267765,ENSG00000267765,17
ENSG00000108799,EZH1,17
ENSG00000275273,MIR6780A,17
ENSG00000239671,RPL34P30,17
ENSG00000273650,ENSG00000273650,17
ENSG00000214578,HMGN2P15,17
ENSG00000197291,RAMP2-AS1,17
ENSG00000131477,RAMP2,17
ENSG00000131475,VPS25,17
ENSG00000126562,WNK4,17
ENSG00000183978,COA3,17
ENSG00000176563,CNTD1,17
ENSG00000126581,BECN1,17
ENSG00000278447,MIR6781,17
ENSG00000131467,PSME3,17
ENSG00000131480,AOC2,17
ENSG00000131471,AOC3,17
ENSG00000213373,LINC00671,17
ENSG00000291070,AOC4P,17
ENSG00000260105,AOC4P,17
ENSG00000252039,RNU6-287P,17
ENSG00000131482,G6PC1,17
ENSG00000212149,LOC124900400,17
ENSG00000266967,AARSD1,17
ENSG00000108825,PTGES3L-AARSD1,17
ENSG00000308697,ENSG00000308697,17
ENSG00000267060,PTGES3L,17
ENSG00000198863,RUNDC1,17
ENSG00000131469,RPL27,17
ENSG00000068079,IFI35,17
ENSG00000108828,VAT1,17
ENSG00000108830,RND2,17
ENSG00000012048,BRCA1,17
ENSG00000240828,RPL21P4,17
ENSG00000198496,NBR2,17
ENSG00000285057,ENSG00000285057,17
ENSG00000267681,ENSG00000267681,17
ENSG00000267002,ENSG00000267002,17
ENSG00000267595,BRCA1P1,17
ENSG00000267340,ENSG00000267340,17
ENSG00000188554,NBR1,17
ENSG00000306213,ENSG00000306213,17
ENSG00000184988,TMEM106A,17
ENSG00000236383,CCDC200,17
ENSG00000274585,RNU2-1,17
ENSG00000275616,U2,17
ENSG00000273709,U2,17
ENSG00000274432,U2,17
ENSG00000300506,ENSG00000300506,17
ENSG00000278048,U2,17
ENSG00000276596,U2,17
ENSG00000277903,U2,17
ENSG00000278774,U2,17
ENSG00000274862,U2,17
ENSG00000274062,U2,17
ENSG00000274452,U2,17
ENSG00000275219,U2,17
ENSG00000278591,U2,17
ENSG00000304683,ENSG00000304683,17
ENSG00000304661,ENSG00000304661,17
ENSG00000188825,LINC00910,17
ENSG00000279602,ENSG00000279602,17
ENSG00000307884,ENSG00000307884,17
ENSG00000307839,ENSG00000307839,17
ENSG00000277084,RNU2-4P,17
ENSG00000288909,ENSG00000288909,17
ENSG00000252882,RNU6-1137P,17
ENSG00000175906,ARL4D,17
ENSG00000251763,RNU6-470P,17
ENSG00000267151,MIR2117HG,17
ENSG00000284344,MIR2117,17
ENSG00000252279,RNU6-406P,17
ENSG00000252729,RNU6-971P,17
ENSG00000299460,ENSG00000299460,17
ENSG00000237888,RPL29P31,17
ENSG00000067596,DHX8,17
ENSG00000175832,ETV4,17
ENSG00000297964,ENSG00000297964,17
ENSG00000278109,Metazoa_SRP,17
ENSG00000005102,MEOX1,17
ENSG00000305227,ENSG00000305227,17
ENSG00000305211,ENSG00000305211,17
ENSG00000267440,LINC02594,17
ENSG00000297747,ENSG00000297747,17
ENSG00000267253,WHSC1L2P,17
ENSG00000294500,ENSG00000294500,17
ENSG00000167941,SOST,17
ENSG00000108861,DUSP3,17
ENSG00000231256,CFAP97D1,17
ENSG00000267604,CFAP97D1-AS1,17
ENSG00000161647,MPP3,17
ENSG00000302186,ENSG00000302186,17
ENSG00000161649,CD300LG,17
ENSG00000108852,MPP2,17
ENSG00000282199,ENSG00000282199,17
ENSG00000267496,FAM215A,17
ENSG00000267166,RP11-527L4.5,17
ENSG00000261514,LINC01976,17
ENSG00000296728,ENSG00000296728,17
ENSG00000108849,PPY,17
ENSG00000131096,PYY,17
ENSG00000161653,NAGS,17
ENSG00000091947,TMEM101,17
ENSG00000305936,ENSG00000305936,17
ENSG00000221044,U3,17
ENSG00000161654,LSM12,17
ENSG00000141349,G6PC3,17
ENSG00000108840,HDAC5,17
ENSG00000267638,LOC105371789,17
ENSG00000300394,ENSG00000300394,17
ENSG00000212446,RNU6-131P,17
ENSG00000125319,HROB,17
ENSG00000267080,ASB16-AS1,17
ENSG00000161664,ASB16,17
ENSG00000298495,ENSG00000298495,17
ENSG00000298482,ENSG00000298482,17
ENSG00000168591,TMUB2,17
ENSG00000087152,ATXN7L3,17
ENSG00000267394,ATXN7L3-AS1,17
ENSG00000108312,UBTF,17
ENSG00000275107,MIR6782,17
ENSG00000288877,ENSG00000288877,17
ENSG00000267691,SHC1P2,17
ENSG00000004939,SLC4A1,17
ENSG00000302447,ENSG00000302447,17
ENSG00000302132,ENSG00000302132,17
ENSG00000285486,ENSG00000285486,17
ENSG00000239702,RN7SL507P,17
ENSG00000267750,RUNDC3A-AS1,17
ENSG00000221496,U3,17
ENSG00000252628,RNU6-453P,17
ENSG00000108309,RUNDC3A,17
ENSG00000013306,SLC25A39,17
ENSG00000288961,LOC124904009,17
ENSG00000267211,ENSG00000267211,17
ENSG00000030582,GRN,17
ENSG00000161682,FAM171A2,17
ENSG00000267634,RPL7L1P5,17
ENSG00000005961,ITGA2B,17
ENSG00000186566,GPATCH8,17
ENSG00000240589,RN7SL258P,17
ENSG00000283045,ENSG00000283045,17
ENSG00000306416,ENSG00000306416,17
ENSG00000180340,FZD2,17
ENSG00000305587,ENSG00000305587,17
ENSG00000271222,ENSG00000271222,17
ENSG00000267384,SMCO4P1,17
ENSG00000266979,LINC01180,17
ENSG00000180336,MEIOC,17
ENSG00000180329,CCDC43,17
ENSG00000267160,ENSG00000267160,17
ENSG00000279879,ENSG00000279879,17
ENSG00000161692,DBF4B,17
ENSG00000264251,RN7SL819P,17
ENSG00000240305,RPL6P26,17
ENSG00000307700,ENSG00000307700,17
ENSG00000307712,ENSG00000307712,17
ENSG00000073670,ADAM11,17
ENSG00000267405,ENSG00000267405,17
ENSG00000267505,ENSG00000267505,17
ENSG00000182963,GJC1,17
ENSG00000131097,HIGD1B,17
ENSG00000108883,EFTUD2,17
ENSG00000264540,RN7SL405P,17
ENSG00000167131,DNAAF19,17
ENSG00000131095,GFAP,17
ENSG00000214447,FAM187A,17
ENSG00000295646,ENSG00000295646,17
ENSG00000186185,KIF18B,17
ENSG00000278223,MIR6783,17
ENSG00000267334,KIF18B-DT,17
ENSG00000136448,NMT1,17
ENSG00000131094,C1QL1,17
ENSG00000289024,ENSG00000289024,17
ENSG00000294432,ENSG00000294432,17
ENSG00000267788,ENSG00000267788,17
ENSG00000172992,DCAKD,17
ENSG00000200888,Y_RNA,17
ENSG00000161714,PLCD3,17
ENSG00000277249,MIR6784,17
ENSG00000181513,ACBD4,17
ENSG00000276728,ENSG00000276728,17
ENSG00000309064,ENSG00000309064,17
ENSG00000186834,HEXIM1,17
ENSG00000224505,HEXIM2-AS1,17
ENSG00000168517,HEXIM2,17
ENSG00000267288,HEXIM2-AS2,17
ENSG00000267121,FMNL1-DT,17
ENSG00000184922,FMNL1,17
ENSG00000233175,FMNL1-AS1,17
ENSG00000293499,ENSG00000293499,17
ENSG00000233483,EFCAB15P,17
ENSG00000267278,MAP3K14-AS1,17
ENSG00000184361,SPATA32,17
ENSG00000006062,MAP3K14,17
ENSG00000199953,RNA5SP443,17
ENSG00000303778,ENSG00000303778,17
ENSG00000301815,ENSG00000301815,17
ENSG00000267446,ENSG00000267446,17
ENSG00000159314,ARHGAP27,17
ENSG00000267344,ENSG00000267344,17
ENSG00000294490,ENSG00000294490,17
ENSG00000225190,PLEKHM1,17
ENSG00000236234,ENSG00000236234,17
ENSG00000284055,MIR4315-1,17
ENSG00000267198,ENSG00000267198,17
ENSG00000291175,ENSG00000291175,17
ENSG00000214425,LRRC37A4P,17
ENSG00000278770,Metazoa_SRP,17
ENSG00000266918,ENSG00000266918,17
ENSG00000266504,RDM1P1,17
ENSG00000304996,ENSG00000304996,17
ENSG00000285668,ENSG00000285668,17
ENSG00000264070,DND1P1,17
ENSG00000280022,ENSG00000280022,17
ENSG00000263503,MAPK8IP1P2,17
ENSG00000295828,ENSG00000295828,17
ENSG00000204652,RPS26P8,17
ENSG00000293460,LINC02210,17
ENSG00000263715,LINC02210-CRHR1,17
ENSG00000204650,LINC02210,17
ENSG00000306349,ENSG00000306349,17
ENSG00000265547,LOC107985028,17
ENSG00000120088,CRHR1,17
ENSG00000264589,MAPT-AS1,17
ENSG00000185294,SPPL2C,17
ENSG00000303280,ENSG00000303280,17
ENSG00000303296,ENSG00000303296,17
ENSG00000186868,MAPT,17
ENSG00000279685,MAPT-IT1,17
ENSG00000262881,ENSG00000262881,17
ENSG00000274883,Metazoa_SRP,17
ENSG00000256762,STH,17
ENSG00000120071,KANSL1,17
ENSG00000262372,ENSG00000262372,17
ENSG00000214401,KANSL1-AS1,17
ENSG00000238723,Y_RNA,17
ENSG00000305150,ENSG00000305150,17
ENSG00000305133,ENSG00000305133,17
ENSG00000262500,MAPK8IP1P1,17
ENSG00000305169,ENSG00000305169,17
ENSG00000262539,ENSG00000262539,17
ENSG00000291018,ENSG00000291018,17
ENSG00000261575,ENSG00000261575,17
ENSG00000228696,ARL17B,17
ENSG00000289729,ENSG00000289729,17
ENSG00000176681,LRRC37A,17
ENSG00000265411,RN7SL656P,17
ENSG00000294196,ENSG00000294196,17
ENSG00000260075,NSFP1,17
ENSG00000185829,ARL17A,17
ENSG00000266497,RDM1P2,17
ENSG00000238083,LRRC37A2,17
ENSG00000265315,RN7SL199P,17
ENSG00000232300,FAM215B,17
ENSG00000073969,NSF,17
ENSG00000213326,RPS7P11,17
ENSG00000108379,WNT3,17
ENSG00000158955,WNT9B,17
ENSG00000261886,GOSR2-DT,17
ENSG00000297729,ENSG00000297729,17
ENSG00000210709,RNU6ATAC3P,17
ENSG00000108433,GOSR2,17
ENSG00000262633,ENSG00000262633,17
ENSG00000264999,MIR5089,17
ENSG00000179673,RPRML,17
ENSG00000291209,ENSG00000291209,17
ENSG00000262879,ENSG00000262879,17
ENSG00000263142,LRRC37A17P,17
ENSG00000277198,RN7SL270P,17
ENSG00000294414,ENSG00000294414,17
ENSG00000289730,ENSG00000289730,17
ENSG00000004897,CDC27,17
ENSG00000239291,RPS2P47,17
ENSG00000262265,ENSG00000262265,17
ENSG00000261872,ENSG00000261872,17
ENSG00000198336,MYL4,17
ENSG00000304881,ENSG00000304881,17
ENSG00000259207,ITGB3,17
ENSG00000259753,ENSG00000259753,17
ENSG00000302539,ENSG00000302539,17
ENSG00000238419,RNU7-186P,17
ENSG00000263293,EFCAB13-DT,17
ENSG00000178852,EFCAB13,17
ENSG00000253347,ENSG00000253347,17
ENSG00000228782,MRPL45P2,17
ENSG00000141279,NPEPPS,17
ENSG00000263766,KPNB1-DT,17
ENSG00000206734,Y_RNA,17
ENSG00000108424,KPNB1,17
ENSG00000264558,ENSG00000264558,17
ENSG00000198933,TBKBP1,17
ENSG00000300104,ENSG00000300104,17
ENSG00000073861,TBX21,17
ENSG00000006025,OSBPL7,17
ENSG00000159111,MRPL10,17
ENSG00000141294,LRRC46,17
ENSG00000141295,SCRN2,17
ENSG00000189120,SP6,17
ENSG00000264243,ENSG00000264243,17
ENSG00000234494,SP2-AS1,17
ENSG00000266821,ENSG00000266821,17
ENSG00000167182,SP2,17
ENSG00000306752,ENSG00000306752,17
ENSG00000108439,PNPO,17
ENSG00000263798,ENSG00000263798,17
ENSG00000264019,ENSG00000264019,17
ENSG00000167183,PRR15L,17
ENSG00000108465,CDK5RAP3,17
ENSG00000264701,ENSG00000264701,17
ENSG00000289599,ENSG00000289599,17
ENSG00000304865,ENSG00000304865,17
ENSG00000005243,COPZ2,17
ENSG00000207947,MIR152,17
ENSG00000263412,NFE2L1-DT,17
ENSG00000082641,NFE2L1,17
ENSG00000266341,ENSG00000266341,17
ENSG00000278765,ENSG00000278765,17
ENSG00000108468,CBX1,17
ENSG00000206954,RNU6-1201P,17
ENSG00000002919,SNX11,17
ENSG00000141293,SKAP1,17
ENSG00000221739,MIR1203,17
ENSG00000263787,SKAP1-AS1,17
ENSG00000207306,RNU6-1152P,17
ENSG00000235300,SKAP1-AS2,17
ENSG00000266222,ENSG00000266222,17
ENSG00000200538,U3,17
ENSG00000264451,ENSG00000264451,17
ENSG00000206805,Y_RNA,17
ENSG00000295933,ENSG00000295933,17
ENSG00000295257,ENSG00000295257,17
ENSG00000294524,ENSG00000294524,17
ENSG00000294508,ENSG00000294508,17
ENSG00000120094,HOXB1,17
ENSG00000173917,HOXB2,17
ENSG00000230148,HOXB-AS1,17
ENSG00000120093,HOXB3,17
ENSG00000233101,HOXB-AS3,17
ENSG00000239552,HOXB-AS2,17
ENSG00000182742,HOXB4,17
ENSG00000257178,ENSG00000257178,17
ENSG00000284038,MIR10A,17
ENSG00000120075,HOXB5,17
ENSG00000108511,HOXB6,17
ENSG00000260027,HOXB7,17
ENSG00000120068,HOXB8,17
ENSG00000170689,HOXB9,17
ENSG00000242207,HOXB-AS4,17
ENSG00000210741,MIR196A1,17
ENSG00000272763,LINC03057,17
ENSG00000244649,LINC02086,17
ENSG00000244559,ENSG00000244559,17
ENSG00000242067,RPL9P28,17
ENSG00000305471,ENSG00000305471,17
ENSG00000241788,COX6B1P2,17
ENSG00000305489,ENSG00000305489,17
ENSG00000159182,PRAC1,17
ENSG00000229637,PRAC2,17
ENSG00000273750,ENSG00000273750,17
ENSG00000305503,ENSG00000305503,17
ENSG00000277542,ENSG00000277542,17
ENSG00000263602,MIR3185,17
ENSG00000159184,HOXB13,17
ENSG00000242407,ENSG00000242407,17
ENSG00000305838,ENSG00000305838,17
ENSG00000170703,TTLL6,17
ENSG00000244514,RN7SL125P,17
ENSG00000293025,ENSG00000293025,17
ENSG00000136436,CALCOCO2,17
ENSG00000248278,SUMO2P17,17
ENSG00000212565,LOC124900395,17
ENSG00000248895,ENSG00000248895,17
ENSG00000159199,ATP5MC1,17
ENSG00000270781,ENSG00000270781,17
ENSG00000159202,UBE2Z,17
ENSG00000159210,SNF8,17
ENSG00000230532,ENSG00000230532,17
ENSG00000289021,ENSG00000289021,17
ENSG00000200903,RNU1-42P,17
ENSG00000238804,LOC124904116,17
ENSG00000159224,GIP,17
ENSG00000250838,ENSG00000250838,17
ENSG00000299872,ENSG00000299872,17
ENSG00000159217,IGF2BP1,17
ENSG00000251461,ENSG00000251461,17
ENSG00000255851,Metazoa_SRP,17
ENSG00000252636,RNU6-826P,17
ENSG00000251550,ENSG00000251550,17
ENSG00000248883,B4GALNT2P1,17
ENSG00000167080,B4GALNT2,17
ENSG00000240995,ENSG00000240995,17
ENSG00000167083,GNGT2,17
ENSG00000108798,ABI3,17
ENSG00000173868,PHOSPHO1,17
ENSG00000177369,FLJ40194,17
ENSG00000273500,MIR6129,17
ENSG00000198740,ZNF652,17
ENSG00000248714,ZNF652-AS1,17
ENSG00000300094,ENSG00000300094,17
ENSG00000307492,ENSG00000307492,17
ENSG00000186244,RPL21P124,17
ENSG00000306683,ENSG00000306683,17
ENSG00000167085,PHB1,17
ENSG00000250186,ENSG00000250186,17
ENSG00000207127,Y_RNA,17
ENSG00000229944,EIF4EP2,17
ENSG00000302564,ENSG00000302564,17
ENSG00000249497,LINC02075,17
ENSG00000308220,ENSG00000308220,17
ENSG00000279036,ENSG00000279036,17
ENSG00000064300,NGFR,17
ENSG00000249906,NGFR-AS1,17
ENSG00000277478,MIR6165,17
ENSG00000182575,NXPH3,17
ENSG00000121067,SPOP,17
ENSG00000300605,ENSG00000300605,17
ENSG00000121073,SLC35B1,17
ENSG00000250751,ENSG00000250751,17
ENSG00000121104,FAM117A,17
ENSG00000136504,KAT7,17
ENSG00000235183,SRP14P3,17
ENSG00000262837,ENSG00000262837,17
ENSG00000176358,TAC4,17
ENSG00000204584,TAC4-AS1,17
ENSG00000305717,ENSG00000305717,17
ENSG00000297233,ENSG00000297233,17
ENSG00000248954,ENSG00000248954,17
ENSG00000297253,ENSG00000297253,17
ENSG00000249176,ENSG00000249176,17
ENSG00000199492,RNU6-1313P,17
ENSG00000108813,DLX4,17
ENSG00000300397,ENSG00000300397,17
ENSG00000064195,DLX3,17
ENSG00000248172,ENSG00000248172,17
ENSG00000246640,PICART1,17
ENSG00000307441,ENSG00000307441,17
ENSG00000005884,ITGA3,17
ENSG00000276851,ENSG00000276851,17
ENSG00000005882,PDK2,17
ENSG00000275025,ENSG00000275025,17
ENSG00000250282,PDK2-AS1,17
ENSG00000167100,SAMD14,17
ENSG00000108819,PPP1R9B,17
ENSG00000236472,ENSG00000236472,17
ENSG00000297935,ENSG00000297935,17
ENSG00000297980,ENSG00000297980,17
ENSG00000253730,H1-9P,17
ENSG00000261959,ENSG00000261959,17
ENSG00000108823,SGCA,17
ENSG00000188662,H1-9P,17
ENSG00000108821,COL1A1,17
ENSG00000249406,TILAM,17
ENSG00000263176,ENSG00000263176,17
ENSG00000308210,ENSG00000308210,17
ENSG00000296518,ENSG00000296518,17
ENSG00000249838,SUMO2P7,17
ENSG00000167105,TMEM92,17
ENSG00000251179,TMEM92-AS1,17
ENSG00000015532,XYLT2,17
ENSG00000295507,ENSG00000295507,17
ENSG00000279792,ENSG00000279792,17
ENSG00000108826,MRPL27,17
ENSG00000154920,EME1,17
ENSG00000108829,LRRC59,17
ENSG00000206824,Y_RNA,17
ENSG00000253102,LRRC59-AS1,17
ENSG00000167107,ACSF2,17
ENSG00000262759,MRPS21P9,17
ENSG00000136457,CHAD,17
ENSG00000275897,ENSG00000275897,17
ENSG00000136444,RSAD1,17
ENSG00000249451,ENSG00000249451,17
ENSG00000136449,MYCBPAP,17
ENSG00000250286,LOC105371824,17
ENSG00000049283,EPN3,17
ENSG00000006282,SPATA20,17
ENSG00000250107,CACNA1G-AS1,17
ENSG00000006283,CACNA1G,17
ENSG00000250976,ENSG00000250976,17
ENSG00000251239,LOC101927253,17
ENSG00000297214,ENSG00000297214,17
ENSG00000108846,ABCC3,17
ENSG00000154945,ANKRD40,17
ENSG00000262967,ENSG00000262967,17
ENSG00000201340,Y_RNA,17
ENSG00000108848,LUC7L3,17
ENSG00000278963,ENSG00000278963,17
ENSG00000167117,ANKRD40CL,17
ENSG00000278672,MIR8059,17
ENSG00000285829,ENSG00000285829,17
ENSG00000290053,ENSG00000290053,17
ENSG00000248702,ENSG00000248702,17
ENSG00000173714,WFIKKN2,17
ENSG00000261976,ENSG00000261976,17
ENSG00000243521,RPL5P33,17
ENSG00000309771,ENSG00000309771,17
ENSG00000141232,TOB1,17
ENSG00000229980,TOB1-AS1,17
ENSG00000262006,ENSG00000262006,17
ENSG00000247011,ENSG00000247011,17
ENSG00000251665,ENSG00000251665,17
ENSG00000008294,SPAG9,17
ENSG00000249870,ENSG00000249870,17
ENSG00000308112,ENSG00000308112,17
ENSG00000308127,ENSG00000308127,17
ENSG00000239672,NME1,17
ENSG00000011052,NME1-NME2,17
ENSG00000243678,NME2,17
ENSG00000011258,MBTD1,17
ENSG00000279089,ENSG00000279089,17
ENSG00000264895,ENSG00000264895,17
ENSG00000011260,UTP18,17
ENSG00000305841,ENSG00000305841,17
ENSG00000249383,LINC02071,17
ENSG00000249982,ENSG00000249982,17
ENSG00000249658,ENSG00000249658,17
ENSG00000267452,LINC02073,17
ENSG00000299178,ENSG00000299178,17
ENSG00000187504,RPL7P48,17
ENSG00000308371,ENSG00000308371,17
ENSG00000154975,CA10,17
ENSG00000279743,ENSG00000279743,17
ENSG00000310017,ENSG00000310017,17
ENSG00000263317,LINC01982,17
ENSG00000296174,ENSG00000296174,17
ENSG00000302333,ENSG00000302333,17
ENSG00000303078,ENSG00000303078,17
ENSG00000226364,LINC02089,17
ENSG00000262902,MTCO1P40,17
ENSG00000285939,ENSG00000285939,17
ENSG00000263252,ENSG00000263252,17
ENSG00000262271,ENSG00000262271,17
ENSG00000262518,ENSG00000262518,17
ENSG00000262384,ENSG00000262384,17
ENSG00000299234,ENSG00000299234,17
ENSG00000233380,RPS2P48,17
ENSG00000141200,KIF2B,17
ENSG00000295913,ENSG00000295913,17
ENSG00000263189,ENSG00000263189,17
ENSG00000309612,ENSG00000309612,17
ENSG00000302429,ENSG00000302429,17
ENSG00000293980,ENSG00000293980,17
ENSG00000300841,ENSG00000300841,17
ENSG00000261965,ISCA1P3,17
ENSG00000288036,ENSG00000288036,17
ENSG00000305517,ENSG00000305517,17
ENSG00000263199,ENSG00000263199,17
ENSG00000263125,ARL2BPP8,17
ENSG00000251809,RN7SKP14,17
ENSG00000141198,TOM1L1,17
ENSG00000166260,COX11,17
ENSG00000279059,ENSG00000279059,17
ENSG00000275710,ENSG00000275710,17
ENSG00000166263,STXBP4,17
